"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,84.6087369227557,87.2441448469498,49.9196595157321,80,33843.4947691023,19967.8638062928,143,0.953333333333333,9,7,0.0466666666666667,1
2,14.651596758234,71.5784207410636,61.023170961583,74.8891563434943,5860.63870329359,24409.2683846332,4,0.0266666666666667,14,92,0.613333333333333,60
3,0.00673737688351649,0.0433053631564522,70.6437553183524,74.9337641518977,2.6949507534066,28257.502127341,0,0,NA,132,0.88,20
4,2.42690843167265e-06,1.55969242045309e-05,70.6493208153984,74.9333640059068,0.00097076337266906,28259.7283261594,0,0,NA,132,0.88,20
5,8.74007920000606e-10,5.61688698597214e-09,70.6486686105671,74.931419538984,3.49603168000242e-07,28259.4674442268,0,0,NA,132,0.88,20
6,3.14742056661771e-13,2.02270463983712e-12,70.650312828835,74.9330239749285,1.25896822664708e-10,28260.125131534,0,0,NA,132,0.88,20
7,1.13347178450884e-16,7.28435836665065e-16,70.6495667990546,74.9335592371852,4.53388713803537e-14,28259.8267196218,0,0,NA,132,0.88,20
8,4.08180487065987e-20,2.62319304612276e-19,70.6492364944154,74.9334805391315,1.63272194826395e-17,28259.6945977662,0,0,NA,132,0.88,20
9,1.46990608757807e-23,9.44642164693339e-23,70.6489492274449,74.9339451652539,5.8796243503123e-21,28259.579690978,0,0,NA,132,0.88,20
10,5.29347409239689e-27,3.40189228242331e-26,70.6496239375187,74.9313726556659,2.11738963695875e-24,28259.8495750075,0,0,NA,132,0.88,20
11,2.21919970984168e-30,2.21919970984168e-30,7.49306370245656,7.49306370245656,8.87679883936671e-28,2997.22548098262,0,0,NA,0,0,NA
