"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.8741623381245,82.105961813923,151,1.00666666666667,1,32749.6649352498
2,63.3814859100769,67.1720726321435,0,0,NA,25352.5943640307
3,61.8576891071022,65.9160089265107,0,0,NA,24743.0756428409
4,61.7233166696521,65.8047109836998,0,0,NA,24689.3266678608
5,61.7136877240162,65.7965078045983,0,0,NA,24685.4750896065
6,61.711700206595,65.7959705795298,0,0,NA,24684.680082638
7,61.7133195250413,65.7991142136427,0,0,NA,24685.3278100165
8,61.7155536358723,65.7992814667231,0,0,NA,24686.2214543489
9,61.7134978239144,65.8004862340108,0,0,NA,24685.3991295658
10,61.7140699597556,65.79601504468,0,0,NA,24685.6279839022
11,6.57901600940446,6.57901600940446,0,0,NA,2631.60640376178
