"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,64.9066194205646,81.4677160277126,102,0.68,50,25962.6477682259
2,75.5963226933773,81.4642008689028,133,0.886666666666667,19,30238.5290773509
3,75.5890643905458,81.4697431761928,133,0.886666666666667,19,30235.6257562183
4,75.5881754441338,81.4644080841646,133,0.886666666666667,19,30235.2701776535
5,75.593782917201,81.473612597771,133,0.886666666666667,19,30237.5131668804
6,75.5941883691217,81.4680197054568,133,0.886666666666667,19,30237.6753476487
7,75.5869931293484,81.4654489122162,133,0.886666666666667,19,30234.7972517394
8,75.5899408540361,81.468641405958,133,0.886666666666667,19,30235.9763416145
9,75.5955606682473,81.4676349184881,133,0.886666666666667,19,30238.2242672989
10,75.5990304436756,81.4702634767773,133,0.886666666666667,19,30239.6121774702
11,8.14387845631666,8.14387845631666,0,0,NA,3257.55138252666
