"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.7573714756109,100,151,1.00666666666667,1,32702.9485902444
2,70.7292166941464,76.3517371866492,129,0.86,23,28291.6866776586
3,70.482943125117,76.2507947197071,129,0.86,23,28193.1772500468
4,70.4790307043661,76.2466362433946,129,0.86,23,28191.6122817465
5,70.4824333393935,76.2560820059211,129,0.86,23,28192.9733357574
6,70.476845940322,76.2546674719409,129,0.86,23,28190.7383761288
7,70.488308683293,76.2686183967523,129,0.86,23,28195.3234733172
8,70.4827383884025,76.2616640760106,129,0.86,23,28193.095355361
9,70.4770220781468,76.2545574140872,129,0.86,23,28190.8088312587
10,70.4811998230501,76.2571597671919,129,0.86,23,28192.47992922
11,7.62145848487731,7.62145848487731,0,0,NA,3048.58339395092
