"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,24.9321052631579,0,0,NA
2,70.3657894736842,56,0.746666666666667,21
3,74.0926315789474,59,0.786666666666667,18
4,75.3605263157895,60,0.8,17
5,75.2526315789474,60,0.8,17
6,73.3715789473684,58,0.773333333333333,19
7,74.6594736842105,60,0.8,17
8,70.8410526315789,56,0.746666666666667,21
9,75.9168421052632,61,0.813333333333333,16
10,75.0731578947368,61,0.813333333333333,16
11,3.56,0,0,NA
