"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,62.6513157894737,44,0.586666666666667,33
2,70.3914473684211,59,0.786666666666667,16
3,69.5394736842105,55,0.733333333333333,19
4,72.5855263157895,57,0.76,20
5,69.7138157894737,58,0.773333333333333,19
6,69.4375,57,0.76,17
7,72.2072368421053,57,0.76,20
8,65.5197368421053,44,0.586666666666667,21
9,69.9309210526316,55,0.733333333333333,20
10,64.6907894736842,44,0.586666666666667,29
11,8.75,0,0,NA
