"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,57.4746445742198,76.6570435254268,73,0.486666666666667,79,22989.8578296879
2,69.934017242673,76.547409190667,126,0.84,26,27973.6068970692
3,69.9353380304954,76.5617027110989,126,0.84,26,27974.1352121982
4,69.9323053684261,76.5608177495481,126,0.84,26,27972.9221473704
5,69.926366852519,76.542540019756,126,0.84,26,27970.5467410076
6,69.9364496490203,76.5823973243855,126,0.84,26,27974.5798596081
7,69.9283046835787,76.5433669269175,126,0.84,26,27971.3218734315
8,69.9294649792527,76.5509583374159,126,0.84,26,27971.7859917011
9,69.9279736388462,76.5488838811999,126,0.84,26,27971.1894555385
10,69.9352101334338,76.5585608312971,126,0.84,26,27974.0840533735
11,7.65420344796738,7.65420344796738,0,0,NA,3061.68137918695
