"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.2945406969342,85,151,1.00666666666667,1,32917.8162787737
2,63.3918543123021,67.181943480872,0,0,NA,25356.7417249209
3,61.8586766256898,65.9151400235161,0,0,NA,24743.4706502759
4,61.7275667216201,65.810711193962,0,0,NA,24691.026688648
5,61.7147079165808,65.79711336492,0,0,NA,24685.8831666323
6,61.7145390834956,65.7997393946293,0,0,NA,24685.8156333982
7,61.7128366634545,65.8011380494943,0,0,NA,24685.1346653818
8,61.7129946870665,65.7974799735566,0,0,NA,24685.1978748266
9,61.7131306939289,65.797292105509,0,0,NA,24685.2522775716
10,61.7144674837481,65.7976387298851,0,0,NA,24685.7869934992
11,6.57917255801585,6.57917255801585,0,0,NA,2631.66902320634
