"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,56.093138340968,87.0107051751954,39.7593209179962,58.5031162198333,22437.2553363872,15903.7283671985,76,0.506666666666667,76,0,0,NA
2,83.912889196064,87.9624629007625,7.90123952534099,10.8266827740277,33565.1556784256,3160.4958101364,141,0.94,11,0,0,NA
3,84.0419199371903,88.0488640860893,5.29332494329719,8.36756840851551,33616.7679748761,2117.32997731888,141,0.94,11,0,0,NA
4,84.0856128213311,88.0750737511636,4.40157776800243,7.3206129180677,33634.2451285324,1760.63110720097,141,0.94,11,0,0,NA
5,84.1089600004899,88.089102173519,3.98152287829287,6.78242425596664,33643.584000196,1592.60915131715,141,0.94,11,0,0,NA
6,84.1213121498913,88.1071336381757,3.75381033368507,6.47865582989277,33648.5248599565,1501.52413347403,141,0.94,11,0,0,NA
7,84.1226204539278,88.0891757837726,3.62474160155147,6.30088408943042,33649.0481815711,1449.89664062059,141,0.94,11,0,0,NA
8,84.12912925419,88.1066730014545,3.54613266935538,6.1912824270903,33651.651701676,1418.45306774215,141,0.94,11,0,0,NA
9,84.1344444997706,88.1035317027474,3.49479060314787,6.11752443115667,33653.7777999083,1397.91624125915,141,0.94,11,0,0,NA
10,84.1323918135362,88.1125656004893,3.46310221061438,6.07349739057565,33652.9567254145,1385.24088424575,141,0.94,11,0,0,NA
11,8.78694843939808,8.78694843939808,0.607349739057565,0.607349739057565,3514.77937575923,242.939895623026,0,0,NA,0,0,NA
