"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,89.3361845177447,99,2.03069574050808,3.04406745686754,35734.4738070979,812.278296203231,151,1.00666666666667,1,0,0,NA
2,85.5577165361149,89.204346453182,2.58824967478866,3.15388853350061,34223.0866144459,1035.29986991547,142,0.946666666666667,10,0,0,NA
3,85.5607199352686,89.2156220620524,2.60413934180417,3.16185773576247,34224.2879741074,1041.65573672167,142,0.946666666666667,10,0,0,NA
4,85.5608882210239,89.205372916949,2.60682319459133,3.15940006605723,34224.3552884096,1042.72927783653,142,0.946666666666667,10,0,0,NA
5,85.5575374899296,89.2002423947028,2.59763344888985,3.15484571934375,34223.0149959719,1039.05337955594,142,0.946666666666667,10,0,0,NA
6,85.5614594126207,89.1998831252641,2.60269287033886,3.15683749121639,34224.5837650483,1041.07714813554,142,0.946666666666667,10,0,0,NA
7,85.557112936244,89.2058479661929,2.60255418739231,3.15960342762273,34222.8451744976,1041.02167495692,142,0.946666666666667,10,0,0,NA
8,85.5600474860252,89.2032244702025,2.60497427164889,3.16577721646467,34224.0189944101,1041.98970865955,142,0.946666666666667,10,0,0,NA
9,85.5577568482758,89.1981221118487,2.60623071566332,3.16635458833318,34223.1027393103,1042.49228626533,142,0.946666666666667,10,0,0,NA
10,85.5584941809352,89.1969583256205,2.60440806115617,3.15397865388496,34223.3976723741,1041.76322446247,142,0.946666666666667,10,0,0,NA
11,8.91789183132425,8.91789183132425,0.315397865388496,0.315397865388496,3567.1567325297,126.159146155398,0,0,NA,0,0,NA
