"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,5.25666666666667,0,0,NA
2,23.0436257309942,0,0,NA
3,44.0567251461988,0,0,NA
4,55.014269005848,0,0,NA
5,59.7942105263158,26,0.346666666666667,25
6,63.672514619883,41,0.546666666666667,22
7,67.7185964912281,53,0.706666666666667,19
8,71.4115789473684,59,0.786666666666667,18
9,73.3190643274854,60,0.8,17
10,73.1107602339181,60,0.8,17
11,7.79555555555556,0,0,NA
