"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,3.80782894736842,0,0,NA
2,18.8503947368421,0,0,NA
3,37.4176644736842,0,0,NA
4,53.4155921052632,9,0.12,61
5,66.1513815789474,49,0.653333333333333,21
6,70.4227302631579,59,0.786666666666667,18
7,71.7202960526316,59,0.786666666666667,18
8,72.7424342105263,60,0.8,17
9,72.9607565789474,60,0.8,17
10,73.2047368421053,59,0.786666666666667,18
11,6.575,0,0,NA
