"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.1549773141994,100,151,1.00666666666667,1,32861.9909256798
2,75.6018253961396,81.4740324399298,133,0.886666666666667,19,30240.7301584558
3,75.5940460217846,81.4699521043329,133,0.886666666666667,19,30237.6184087138
4,75.5938349521914,81.4754082726118,133,0.886666666666667,19,30237.5339808766
5,75.5906098589079,81.458645326266,133,0.886666666666667,19,30236.2439435631
6,75.5902759756013,81.4563438635625,133,0.886666666666667,19,30236.1103902405
7,75.5911817853729,81.4642806090166,133,0.886666666666667,19,30236.4727141491
8,75.5928739974416,81.4647311866433,133,0.886666666666667,19,30237.1495989766
9,75.5945070510613,81.4629818757185,133,0.886666666666667,19,30237.8028204245
10,75.5951895925253,81.4698852719237,133,0.886666666666667,19,30238.0758370101
11,8.1454665090326,8.1454665090326,0,0,NA,3258.18660361304
