"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,88.1649333051179,89.2357220929423,50.4757811019677,99,35265.9733220471,20190.3124407871,151,1.00666666666667,1,10,0.0666666666666667,1
2,85.2391411469924,89.0488266618348,37.4839471834548,45.4106502401372,34095.656458797,14993.5788733819,142,0.946666666666667,10,0,0,NA
3,85.2277910735944,89.0433658007851,37.5106599811642,45.4070173335419,34091.1164294378,15004.2639924657,142,0.946666666666667,10,0,0,NA
4,85.2303076464422,89.0421386565389,37.5092171825743,45.4036552830257,34092.1230585769,15003.6868730297,142,0.946666666666667,10,0,0,NA
5,85.230172361884,89.0427663119419,37.5092881099308,45.4054559315465,34092.0689447536,15003.7152439723,142,0.946666666666667,10,0,0,NA
6,85.2265742815502,89.0469127923096,37.5110252364956,45.4063092220274,34090.6297126201,15004.4100945982,142,0.946666666666667,10,0,0,NA
7,85.2268475364474,89.0461599135916,37.5104181562359,45.40884279762,34090.739014579,15004.1672624944,142,0.946666666666667,10,0,0,NA
8,85.2295744728034,89.0462077748715,37.5098275967304,45.4057341520051,34091.8297891213,15003.9310386922,142,0.946666666666667,10,0,0,NA
9,85.2316813391469,89.0481000593839,37.5090886833816,45.4030601643523,34092.6725356588,15003.6354733527,142,0.946666666666667,10,0,0,NA
10,85.2310070517424,89.0522757377906,37.5088418857255,45.403769803935,34092.402820697,15003.5367542902,142,0.946666666666667,10,0,0,NA
11,8.87586036693529,8.87586036693529,4.5403769803935,4.5403769803935,3550.34414677411,1816.1507921574,0,0,NA,0,0,NA
