"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,35.795042876106,36.1186270163281,0,0,NA,14318.0171504424
2,14.5853324650672,15.082643962808,0,0,NA,5834.13298602686
3,12.2460665018985,13.002740392649,0,0,NA,4898.42660075938
4,11.9906452386295,12.7970206344472,0,0,NA,4796.25809545179
5,11.9648717695795,12.7766725690613,0,0,NA,4785.9487078318
6,11.9623168730213,12.7746599042364,0,0,NA,4784.9267492085
7,11.9620641084882,12.774460827872,0,0,NA,4784.82564339529
8,11.9620391065986,12.7744411368744,0,0,NA,4784.81564263942
9,11.9620366336177,12.7744391892039,0,0,NA,4784.8146534471
10,11.9620363890115,12.7744389965566,0,0,NA,4784.81455560461
11,1.27744389965566,1.27744389965566,0,0,NA,510.977559862263
