"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.8280715612189,100,151,1.00666666666667,1,32731.2286244876
2,19.2317278777247,19.5487119565245,0,0,NA,7692.69115108988
3,12.7710617128349,13.444435478472,0,0,NA,5108.42468513394
4,12.0456495871765,12.840709605888,0,0,NA,4818.25983487058
5,11.9703542426037,12.7809939866847,0,0,NA,4788.14169704149
6,11.9628595882783,12.7750873502215,0,0,NA,4785.14383531131
7,11.9621177945088,12.7745031080086,0,0,NA,4784.84711780353
8,11.962044416911,12.7744453189475,0,0,NA,4784.81776676439
9,11.9620371588798,12.7744396028672,0,0,NA,4784.81486355192
10,11.962036440967,12.7744390374735,0,0,NA,4784.81457638682
11,1.27744390374735,1.27744390374735,0,0,NA,510.977561498938
