"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.595114648803,100,151,1.00666666666667,1,32238.0458595212
2,47.5541009855482,50.4988685798562,0,0,NA,19021.6403942193
3,44.4895517047949,47.9981416244581,0,0,NA,17795.8206819179
4,44.2119957583913,47.7871507214214,0,0,NA,17684.7983033565
5,44.1864037811062,47.7688054938711,0,0,NA,17674.5615124425
6,44.1823220552144,47.7631091387284,0,0,NA,17672.9288220858
7,44.1838421399474,47.7666009010062,0,0,NA,17673.5368559789
8,44.183935715264,47.7656472221752,0,0,NA,17673.5742861056
9,44.1833179457302,47.7637892253647,0,0,NA,17673.3271782921
10,44.184230595521,47.7655525394907,0,0,NA,17673.6922382084
11,4.77641709090076,4.77641709090076,0,0,NA,1910.5668363603
