"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,59.8185161548614,59.9730865341373,0,0,NA,23927.4064619446
2,17.0616814636238,17.4390605560146,0,0,NA,6824.6725854495
3,12.5263294207858,13.2357967015224,0,0,NA,5010.53176831431
4,12.0197231287043,12.8200726839437,0,0,NA,4807.88925148172
5,11.9677650710372,12.7789527122984,0,0,NA,4787.10602841488
6,11.9626032302348,12.7748854398305,0,0,NA,4785.04129209391
7,11.962092434603,12.7744831362544,0,0,NA,4784.83697384119
8,11.9620419084333,12.7744433434614,0,0,NA,4784.81676337332
9,11.9620369107555,12.7744394074638,0,0,NA,4784.8147643022
10,11.962036416424,12.7744390181453,0,0,NA,4784.81456656961
11,1.27744390181453,1.27744390181453,0,0,NA,510.977560725812
