"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,88.528566207848,99,11.8726370399773,25,35411.4264831392,4749.0548159909,151,1.00666666666667,1,0,0,NA
2,84.1031546989939,88.0636463796133,4.53000148922791,6.90793056107293,33641.2618795975,1812.00059569117,141,0.94,11,0,0,NA
3,84.1317514739832,88.1014930932182,3.58175378328559,5.91823250197622,33652.7005895933,1432.70151331424,141,0.94,11,0,0,NA
4,84.1472574380305,88.1119714907228,3.20615189255409,5.45999491900123,33658.9029752122,1282.46075702164,141,0.94,11,0,0,NA
5,84.1567465141396,88.1227072778818,3.02142472053569,5.22377594682711,33662.6986056559,1208.56988821428,141,0.94,11,0,0,NA
6,84.1590219437482,88.1022538886849,2.92421446167994,5.09448394993857,33663.6087774993,1169.68578467197,141,0.94,11,0,0,NA
7,84.1621733288496,88.1194102735026,2.86967239248045,5.02465961980342,33664.8693315399,1147.86895699218,141,0.94,11,0,0,NA
8,84.1636322667685,88.1131506643281,2.84031160490427,4.98268506674034,33665.4529067074,1136.12464196171,141,0.94,11,0,0,NA
9,84.1683036829218,88.1169657321526,2.82059941868379,4.9500557973834,33667.3214731687,1128.23976747351,141,0.94,11,0,0,NA
10,84.1674307608063,88.1105772069938,2.80891362083389,4.93263857219543,33666.9723043225,1123.56544833355,141,0.94,11,0,0,NA
11,8.79299414640182,8.79299414640182,0.493263857219543,0.493263857219543,3517.19765856073,197.305542887817,0,0,NA,0,0,NA
