"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
1398,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,96.9489452022467,98.7101244068412,1,0,0,3.74227782581733,3.7500292595193,NA,3.58534188702174,3.75436586601313,3.74399187246867,3.74227782581733,90.5708549767575,96.7521470936228,97.3537727455976,96.9489452022467
1399,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,7,1.75,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,92.1723468517299,93.9315531450088,1,0,0,11.2261638042122,11.2401585849058,NA,9.68185229425978,11.234702124977,11.2241369952713,11.2261638042122,83.6511654075392,91.4617860225359,91.2676868124415,92.1723468517299
1400,20,20,5,5,"rectangle",400,"small",1,1,125,4,7,1.75,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,93.8267157248397,96.9861447576648,1,0,0,8.23737237220961,8.25018466020284,NA,7.69017078767634,8.29548423095295,8.23668492578792,8.23737237220961,86.0273585988555,94.4887244587178,93.63652037272,93.8267157248397
1401,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,8,2,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,93.9278297708651,95.8267935990031,1,0,0,8.13736326815081,8.16035380461488,NA,7.40343911219264,8.16621172167072,8.15386240120307,8.13736326815081,85.6945957256269,93.4899893316227,94.9567755864468,93.9278297708651
1402,20,20,5,5,"rectangle",400,"small",1,1,125,4,8,2,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,88.9109083674435,91.7813155785743,1,0,0,13.9764173298249,14.0001282810577,NA,11.9344837104942,14.0190996413024,13.9817488606168,13.9764173298249,81.640538107904,89.3487519657073,88.8350626063224,88.9109083674435
1403,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,9,2.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,96.2437281023466,98.195733522941,1,0,0,7.04180280205545,7.26156225123402,NA,7.54885835022315,8.05539973511754,7.60028519028201,7.04180280205545,86.4853759302212,95.9754543721714,95.86492071302,96.2437281023466
1404,20,20,5,5,"rectangle",400,"small",1,1,125,4,9,2.25,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,95.8814299437368,97.6162184347012,1,0,0,5.76121827960374,5.80002421448896,NA,5.96512890415501,6.45945548010364,6.05147890139732,5.76121827960374,88.3052353912415,97.1010660911098,96.6955334636252,95.8814299437368
1405,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,0,0,0.0472375944776914,0.125099826522039,NA,0.75,0.75,99.860678162194,100,1,24.0859888594987,79.7519759695497,98.3114286318208,99.860678162194,62.883574162435,18.2927906779654,1.39202881855844,0.0472375944776914
1406,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,0.25,0.25,1.36884354839804,4.17343900549992,NA,0.5,0.5,98.230195062095,100,1,19.3346441571282,60.0823694859792,84.5316532808144,98.230195062095,71.5906290703457,35.4113596531928,13.3499076483261,1.36884354839804
1407,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,0.5,0.5,33.5651678827862,40.4104677505601,NA,0,0,68.2449255082855,77.2853842175957,86,8.87408164145246,28.0847792238487,49.0926809373052,68.2449255082855,86.9020840851288,73.0349495280768,53.154980676111,33.5651678827862
1408,20,20,5,5,"rectangle",400,"small",1,1,125,4,2,0.5,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,0.25,0.25,16.4725438132168,21.1598401160346,NA,0.25,0.25,83.4589947861098,92.0229461184424,2,10.835667180734,36.377977157819,65.5937791808114,83.4589947861098,82.5015713820606,63.3860651180605,33.9109343658181,16.4725438132168
1409,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,3,0.75,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,87.6471564560071,90.5588706544475,3,0,0,13.1290545218742,13.3412109279216,NA,6.2826007994481,9.71373185479926,10.7945832739092,13.1290545218742,90.2563299480098,90.9246773299268,90.7130073453658,87.6471564560071
1410,20,20,5,5,"rectangle",400,"small",1,1,125,4,3,0.75,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,87.6425373122985,92.2370377781556,4,0,0,13.6573265330586,14.5236295931898,NA,6.44236946215092,8.25981415964558,11.3759708826758,13.6573265330586,88.7020016266829,92.7691829505144,88.8874046540914,87.6425373122985
1411,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,4,1,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,94.8727724260889,98.0018735758914,2,0,0,6.63049601402332,6.64039578554834,NA,6.02021513649948,6.64569594259508,6.62852146314529,6.63049601402332,89.077541228381,95.1302133837908,94.9147093155027,94.8727724260889
1412,20,20,5,5,"rectangle",400,"small",1,1,125,4,4,1,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.1,0.7,0.1,0.1,"up",600,1,1,96.5962651161515,99.0721863770935,2,0,0,5.24649791698394,5.2624718321264,NA,4.05301301327143,5.0692992811657,5.22286964631655,5.24649791698394,91.7502120235347,96.630224967634,96.0906907651345,96.5962651161515
