"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,77.904956271752,80.8428268284766,139,0.926666666666667,13,31161.9825087008
2,74.5495413776345,80.3653110215408,132,0.88,20,29819.8165510538
3,74.5312241979047,80.3651946946815,132,0.88,20,29812.4896791619
4,74.5282343225227,80.3618329196103,132,0.88,20,29811.2937290091
5,74.5311300204689,80.3607461105007,132,0.88,20,29812.4520081876
6,74.5285680256961,80.3564379461422,132,0.88,20,29811.4272102784
7,74.5313887686175,80.3666796244837,132,0.88,20,29812.555507447
8,74.5328380554973,80.3578888019773,132,0.88,20,29813.1352221989
9,74.5271982499779,80.367627703997,132,0.88,20,29810.8792999911
10,74.5361714663097,80.3635137634103,132,0.88,20,29814.4685865239
11,8.0348448880541,8.0348448880541,0,0,NA,3213.93795522164
