"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,18.0742983676464,0,0,NA
2,36.4407998041957,0,0,NA
3,53.1825146407371,33,0.33,69
4,67.9728203127515,58,0.58,44
5,74.6381534867837,64,0.64,38
6,84.9235791391198,70,0.7,32
7,92.1247913228446,74,0.74,28
8,96.819910579011,76,0.76,26
9,99.6113660624174,77,0.77,25
10,104.244310333088,78,0.78,24
11,14.7356295701324,0,0,NA
