"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,77.2378336592376,80.0579246485126,136,0.906666666666667,16,30895.133463695
2,70.6749695011014,76.3232222039967,129,0.86,23,28269.9878004406
3,70.48837445117,76.2504655817376,129,0.86,23,28195.349780468
4,70.482772307786,76.253628383717,129,0.86,23,28193.1089231144
5,70.4852346020339,76.253183415484,129,0.86,23,28194.0938408135
6,70.484586142496,76.2498654266831,129,0.86,23,28193.8344569984
7,70.4837738649901,76.2464266927208,129,0.86,23,28193.509545996
8,70.4743421366203,76.2381355064396,129,0.86,23,28189.7368546481
9,70.4828676633444,76.2529503141669,129,0.86,23,28193.1470653378
10,70.477047857076,76.2389650987831,129,0.86,23,28190.8191428304
11,7.62251498458706,7.62251498458706,0,0,NA,3049.00599383483
