"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,10.1640789473684,0,0,NA
2,36.9278947368421,0,0,NA
3,55.0607894736842,13,0.173333333333333,59
4,66.3698684210526,46,0.613333333333333,20
5,69.92,56,0.746666666666667,18
6,73.4339473684211,60,0.8,17
7,73.9040789473684,60,0.8,17
8,73.1222368421053,60,0.8,17
9,73.2992105263158,60,0.8,17
10,72.93,60,0.8,17
11,8.2,0,0,NA
