"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,32.5920243877128,33.6746605863601,0,0,NA,13036.8097550851
2,25.8020273255533,27.1807776263272,0,0,NA,10320.8109302213
3,25.0350986009691,26.5371970765244,0,0,NA,10014.0394403876
4,24.9576781178129,26.4675944073695,0,0,NA,9983.07124712514
5,24.950035606052,26.4604555728141,0,0,NA,9980.01424242081
6,24.9492841277004,26.4597489993602,0,0,NA,9979.71365108017
7,24.9492070014264,26.4596729595317,0,0,NA,9979.68280057057
8,24.9492052093113,26.4596753606885,0,0,NA,9979.68208372451
9,24.9492052229554,26.4596796554777,0,0,NA,9979.68208918214
10,24.9492036683041,26.4596784369271,0,0,NA,9979.68146732162
11,2.64582025136061,2.64582025136061,0,0,NA,1058.32810054424
