"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,47.0383925942305,86.2677828543819,9.14431638760666,12.8503833780567,18815.3570376922,3657.72655504267,39,0.26,113,0,0,NA
2,85.0112035590483,88.8694455688323,3.25623352932266,4.40995797131095,34004.4814236193,1302.49341172906,141,0.94,11,0,0,NA
3,85.1450817784343,88.8886068494742,2.0564320210228,3.28782877072262,34058.0327113737,822.572808409121,142,0.946666666666667,10,0,0,NA
4,85.1551996325031,88.8916634220977,1.65451226544933,2.79651139961092,34062.0798530012,661.804906179731,142,0.946666666666667,10,0,0,NA
5,85.1555260508232,88.8930916977591,1.46586592385764,2.54891893246119,34062.2104203293,586.346369543055,142,0.946666666666667,10,0,0,NA
6,85.1580600230786,88.8943730208701,1.36168535709195,2.40379458369826,34063.2240092314,544.674142836781,142,0.946666666666667,10,0,0,NA
7,85.1599475761376,88.8974187693924,1.3013612064975,2.32025467887671,34063.979030455,520.544482599001,142,0.946666666666667,10,0,0,NA
8,85.1574828055313,88.8877873361046,1.26489800097441,2.26425952914659,34062.9931222125,505.959200389763,142,0.946666666666667,10,0,0,NA
9,85.157005584823,88.8928194521029,1.23943046754027,2.22797450309834,34062.8022339292,495.772187016109,142,0.946666666666667,10,0,0,NA
10,85.1582941167512,88.8863500352726,1.22339899348874,2.20479500246214,34063.3176467005,489.359597395495,142,0.946666666666667,10,0,0,NA
11,8.88430788570017,8.88430788570017,0.220479500246214,0.220479500246214,3553.72315428007,88.1918000984856,0,0,NA,0,0,NA
