"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,73.4091189601071,80.437428602477,127,0.846666666666667,25,29363.6475840429
2,74.5388490687612,80.3649480848034,132,0.88,20,29815.5396275045
3,74.5382155082701,80.3604505287999,132,0.88,20,29815.286203308
4,74.5314904160504,80.3648742042158,132,0.88,20,29812.5961664202
5,74.5367873905073,80.3692811888607,132,0.88,20,29814.7149562029
6,74.5270166193787,80.3574369941447,132,0.88,20,29810.8066477515
7,74.5349792312945,80.3674204152927,132,0.88,20,29813.9916925178
8,74.5299291863426,80.3730537450588,132,0.88,20,29811.971674537
9,74.532662864724,80.3684037101197,132,0.88,20,29813.0651458896
10,74.5257241542316,80.3572013261095,132,0.88,20,29810.2896616926
11,8.03534928923989,8.03534928923989,0,0,NA,3214.13971569595
