"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,3.4125,0,0,NA
2,17.0811184210526,0,0,NA
3,35.6910197368421,0,0,NA
4,50.4567434210526,0,0,NA
5,59.6008552631579,27,0.36,26
6,65.9,49,0.653333333333333,21
7,69.1391776315789,58,0.773333333333333,19
8,71.5374342105263,59,0.786666666666667,18
9,72.6486184210526,59,0.786666666666667,18
10,73.4438486842105,60,0.8,17
11,7.025,0,0,NA
