"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,53.8063070582854,60.8805744730725,0,0,NA,21522.5228233142
2,61.1855241407555,65.3758594561436,0,0,NA,24474.2096563022
3,61.6677846111002,65.7605661402838,0,0,NA,24667.1138444401
4,61.7111357357661,65.796076581096,0,0,NA,24684.4542943064
5,61.7133393625617,65.7956279631499,0,0,NA,24685.3357450247
6,61.7154493358677,65.8012755311462,0,0,NA,24686.1797343471
7,61.7148762520942,65.7984581848035,0,0,NA,24685.9505008377
8,61.7144483798443,65.7970689569238,0,0,NA,24685.7793519377
9,61.7148013339052,65.8002910092804,0,0,NA,24685.9205335621
10,61.7122251252688,65.7982574720603,0,0,NA,24684.8900501075
11,6.57898329631171,6.57898329631171,0,0,NA,2631.59331852469
