"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,69.0635775289923,76.6669829994315,121,0.806666666666667,31,27625.4310115969
2,69.9324094727032,76.57109408987,126,0.84,26,27972.9637890813
3,69.9339320153886,76.5528261100399,126,0.84,26,27973.5728061554
4,69.9332431785618,76.5546456471692,126,0.84,26,27973.2972714247
5,69.9342568301112,76.5418764678202,126,0.84,26,27973.7027320445
6,69.9297124094732,76.540387634823,126,0.84,26,27971.8849637893
7,69.9362773003095,76.5611689504338,126,0.84,26,27974.5109201238
8,69.9314884252366,76.5633464981194,126,0.84,26,27972.5953700946
9,69.9260277573755,76.5451952860818,126,0.84,26,27970.4111029502
10,69.9333356103993,76.5528292802169,126,0.84,26,27973.3342441597
11,7.65335793860129,7.65335793860129,0,0,NA,3061.34317544051
