"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,83.0196086637571,100,151,1.00666666666667,1,33207.8434655028
2,77.0030509848377,82.5964244906349,134,0.893333333333333,18,30801.2203939351
3,77.0070511519807,82.5940580672116,134,0.893333333333333,18,30802.8204607923
4,77.0052957855465,82.6050182146843,134,0.893333333333333,18,30802.1183142186
5,77.0084236381263,82.5987583853826,134,0.893333333333333,18,30803.3694552505
6,77.004166284327,82.588232232729,134,0.893333333333333,18,30801.6665137308
7,77.0051528889358,82.5886243655829,134,0.893333333333333,18,30802.0611555743
8,77.0030583939158,82.5920922228851,134,0.893333333333333,18,30801.2233575663
9,77.010615551512,82.6143582207189,134,0.893333333333333,18,30804.2462206048
10,77.0062431297959,82.5941707806991,134,0.893333333333333,18,30802.4972519184
11,8.25728013363508,8.25728013363508,0,0,NA,3302.91205345403
