"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.1422421727654,85,151,1.00666666666667,1,32456.8968691061
2,70.707300228472,76.3222482424457,129,0.86,23,28282.9200913888
3,70.4867180622008,76.2538329145216,129,0.86,23,28194.6872248803
4,70.4791817347666,76.2516404975987,129,0.86,23,28191.6726939067
5,70.4858400054743,76.2559929638473,129,0.86,23,28194.3360021897
6,70.4849013316391,76.2563795950911,129,0.86,23,28193.9605326556
7,70.4784294890224,76.2473572040366,129,0.86,23,28191.371795609
8,70.4823969620377,76.2544348815142,129,0.86,23,28192.9587848151
9,70.4807787333187,76.2465676987813,129,0.86,23,28192.3114933275
10,70.4806401738726,76.2522312631985,129,0.86,23,28192.256069549
11,7.62512324490954,7.62512324490954,0,0,NA,3050.04929796382
