"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,1.44530701754386,0,0,NA
2,6.86073099415205,0,0,NA
3,15.4656871345029,0,0,NA
4,26.152514619883,0,0,NA
5,35.5616812865497,0,0,NA
6,44.739634502924,0,0,NA
7,55.7653216374269,12,0.16,59
8,64.7316812865497,46,0.613333333333333,22
9,71.2083187134503,59,0.786666666666667,18
10,73.6071198830409,60,0.8,17
11,4.51333333333333,0,0,NA
