"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,82.081639672398,88.1598364851991,2.99093740856995,4.02736424836007,32832.6558689592,1196.37496342798,134,0.893333333333333,18,0,0,NA
2,84.1296258931577,88.0600997161291,3.41690668536967,4.10973132931506,33651.8503572631,1366.76267414787,141,0.94,11,0,0,NA
3,84.1264105143121,88.0728623409793,3.43000458512049,4.11562804201145,33650.5642057248,1372.0018340482,141,0.94,11,0,0,NA
4,84.1272867999233,88.0531899049436,3.43031900222573,4.10051981178752,33650.9147199693,1372.12760089029,141,0.94,11,0,0,NA
5,84.1300392191032,88.0637299595515,3.4291589413053,4.10494603327936,33652.0156876413,1371.66357652212,141,0.94,11,0,0,NA
6,84.1266476029739,88.0583224865891,3.430492942801,4.10871206249164,33650.6590411895,1372.1971771204,141,0.94,11,0,0,NA
7,84.1329736114061,88.0641443001458,3.42567222057507,4.10698182646367,33653.1894445625,1370.26888823003,141,0.94,11,0,0,NA
8,84.1288715522491,88.0638386149696,3.42555457365171,4.10594931748728,33651.5486208996,1370.22182946069,141,0.94,11,0,0,NA
9,84.1236724657766,88.0632147971827,3.42735146132449,4.1091620213928,33649.4689863106,1370.9405845298,141,0.94,11,0,0,NA
10,84.1277074015975,88.0639943099794,3.42899809170691,4.10917934390753,33651.082960639,1371.59923668276,141,0.94,11,0,0,NA
11,8.79696253590201,8.79696253590201,0.410917934390753,0.410917934390753,3518.7850143608,164.367173756301,0,0,NA,0,0,NA
