"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,11.6023498749047,12.5,0,0,NA,4640.93994996188
2,11.9274734516783,12.7472932924192,0,0,NA,4770.98938067132
3,11.9586260605345,12.7717539141094,0,0,NA,4783.45042421379
4,11.9616991202335,12.7741733879999,0,0,NA,4784.67964809339
5,11.962003005352,12.7744127053691,0,0,NA,4784.80120214079
6,11.9620330627479,12.774436376962,0,0,NA,4784.81322509916
7,11.9620360358067,12.7744387183897,0,0,NA,4784.81441432266
8,11.9620363298807,12.7744389499872,0,0,NA,4784.81453195227
9,11.9620363589684,12.7744389728952,0,0,NA,4784.81454358736
10,11.9620363618456,12.7744389751611,0,0,NA,4784.81454473822
11,1.27744389751611,1.27744389751611,0,0,NA,510.977559006446
