"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.3837139603874,85,139,0.926666666666667,1,32153.485584155
2,76.9582900379038,82.5548261535233,134,0.893333333333333,18,30783.3160151615
3,76.9509401554189,82.5379599765267,134,0.893333333333333,18,30780.3760621676
4,76.9560342083877,82.5462270018934,134,0.893333333333333,18,30782.4136833551
5,76.9495844117297,82.5387916176579,134,0.893333333333333,18,30779.8337646919
6,76.9528410880558,82.5510876609197,134,0.893333333333333,18,30781.1364352223
7,76.9578632543656,82.5443846771517,134,0.893333333333333,18,30783.1453017462
8,76.9534541575607,82.5516568478597,134,0.893333333333333,18,30781.3816630243
9,76.9512879581642,82.5355423914981,134,0.893333333333333,18,30780.5151832657
10,76.9454973226758,82.5293252421738,134,0.893333333333333,18,30778.1989290703
11,8.24918067261432,8.24918067261432,0,0,NA,3299.67226904573
