"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,1.51722222222222,0,0,NA
2,8.76859649122807,0,0,NA
3,21.0838304093567,0,0,NA
4,34.4853801169591,0,0,NA
5,47.3667543859649,0,0,NA
6,60.2359356725146,32,0.426666666666667,26
7,69.2336257309941,54,0.72,19
8,73.0636695906433,60,0.8,17
9,73.5748830409357,60,0.8,17
10,73.6618274853801,60,0.8,17
11,7.77333333333333,0,0,NA
