"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,70.8298163044182,76.664631656407,128,0.853333333333333,24,28331.9265217673
2,69.9355324593222,76.5523002754853,126,0.84,26,27974.2129837289
3,69.9312448462676,76.5485045250828,126,0.84,26,27972.4979385071
4,69.9325245581068,76.5587512932277,126,0.84,26,27973.0098232427
5,69.9318104169012,76.5466249673789,126,0.84,26,27972.7241667605
6,69.9372678764486,76.5630738936644,126,0.84,26,27974.9071505794
7,69.9353081454498,76.55799692514,126,0.84,26,27974.1232581799
8,69.9366035579601,76.5603214523484,126,0.84,26,27974.641423184
9,69.9325082470155,76.5497346697319,126,0.84,26,27973.0032988062
10,69.943160328571,76.5651861015946,126,0.84,26,27977.2641314284
11,7.65329983518836,7.65329983518836,0,0,NA,3061.31993407534
