simulation,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
166,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
167,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
168,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
169,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
170,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
171,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
172,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
173,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
174,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
175,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
176,100,100,5,5,rectangle,10000,large,1,3,120,4,2,0.5,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
177,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
178,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
179,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
180,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
181,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
182,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
183,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
184,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
185,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
186,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
187,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
188,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
189,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
190,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
191,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
192,100,100,5,5,rectangle,10000,large,1,3,120,4,3,0.75,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
193,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
194,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
195,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
196,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
197,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
198,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
199,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
200,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
201,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
202,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
203,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
204,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
205,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
206,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
207,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
208,100,100,5,5,rectangle,10000,large,1,3,120,4,4,1,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
209,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
210,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
211,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
212,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
213,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
214,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
215,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
216,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
217,100,100,5,5,rectangle,10000,large,1,3,120,4,5,1.25,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0.5,0.5,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.1,0.1,0.1,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,10,B
