"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,86.7040186355991,88.7003513588168,57.0170972470244,65.8949623189996,34681.6074542396,22806.8388988098,150,1,1,0,0,NA
2,30.0625902463731,86.8141889709058,69.4674124215359,81.6347276690483,12025.0360985492,27786.9649686143,33,0.22,11,98,0.653333333333333,54
3,0.261851333554831,1.6179465389691,77.6688445229253,81.7049718575305,104.740533421933,31067.5378091701,0,0,NA,138,0.92,14
4,0.00129061486927257,0.00802051836937353,77.7347675478314,81.7129050921981,0.516245947709027,31093.9070191326,0,0,NA,138,0.92,14
5,6.34232164608084e-06,3.9412807745286e-05,77.7327452447958,81.70945760976,0.00253692865843234,31093.0980979183,0,0,NA,138,0.92,14
6,3.11584148089529e-08,1.93645299925065e-07,77.7331229133716,81.70607006614,1.24633659235812e-05,31093.2491653486,0,0,NA,138,0.92,14
7,1.53083243845956e-10,9.51351296656977e-10,77.7329835144581,81.7056917847061,6.12332975383822e-08,31093.1934057832,0,0,NA,138,0.92,14
8,7.5213502320142e-13,4.67437404818307e-12,77.7351945639012,81.7094449019825,3.00854009280568e-10,31094.0778255605,0,0,NA,138,0.92,14
9,3.69554021285245e-15,2.29663190713381e-14,77.7333495095993,81.706805752941,1.47821608514098e-12,31093.3398038397,0,0,NA,138,0.92,14
10,1.81564272230812e-17,1.12832407863863e-16,77.7344315330937,81.7074239803974,7.26257088923249e-15,31093.7726132375,0,0,NA,138,0.92,14
11,1.05967700637101e-20,1.05967700637101e-20,8.16943367952934,8.16943367952934,4.23870802548403e-18,3267.77347181174,0,0,NA,0,0,NA
