"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,49.587144697919,99,37.3031716097851,74.3641288026643,19834.8578791676,14921.2686439141,71,0.473333333333333,1,39,0.26,113
2,0.105073454425522,0.676760131191502,70.5638834929011,74.9313848242944,42.0293817702088,28225.5533971604,0,0,NA,131,0.873333333333333,21
3,3.79261620530895e-05,0.000243738089971531,70.6492604619334,74.9345580971151,0.0151704648212358,28259.7041847733,0,0,NA,132,0.88,20
4,1.36588405792516e-08,8.77801380034065e-08,70.649420414224,74.9320928139819,5.46353623170065e-06,28259.7681656896,0,0,NA,132,0.88,20
5,4.91849004884954e-12,3.16086482619985e-11,70.6511264534296,74.9329858807853,1.96739601953982e-09,28260.4505813718,0,0,NA,132,0.88,20
6,1.77132742476786e-15,1.13836536091448e-14,70.6496140596474,74.9320665154524,7.08530969907145e-13,28259.845623859,0,0,NA,132,0.88,20
7,6.37896609726911e-19,4.09948657202559e-18,70.6505883786008,74.9332184810688,2.55158643890764e-16,28260.2353514403,0,0,NA,132,0.88,20
8,2.29709109700434e-22,1.47623096563057e-21,70.6493629960846,74.9337242566965,9.18836438801737e-20,28259.7451984338,0,0,NA,132,0.88,20
9,8.27250936755572e-26,5.31641149818171e-25,70.6498981594329,74.9323323966758,3.30900374702229e-23,28259.9592637732,0,0,NA,132,0.88,20
10,2.97905116038951e-29,1.91450114318648e-28,70.6503039346428,74.9334314969283,1.19162046415581e-26,28260.1215738571,0,0,NA,132,0.88,20
11,1.24891085142576e-32,1.24891085142576e-32,7.49307702545189,7.49307702545189,4.99564340570302e-30,2997.23081018076,0,0,NA,0,0,NA
