"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.5576545227691,100,139,0.926666666666667,1,32223.0618091077
2,75.1618862006073,80.6065464503746,134,0.893333333333333,18,30064.7544802429
3,75.0968033432307,80.5956114768644,133,0.886666666666667,19,30038.7213372923
4,75.0929456426031,80.5972208796863,133,0.886666666666667,19,30037.1782570413
5,75.0978133399821,80.6060448581592,133,0.886666666666667,19,30039.1253359929
6,75.0845779776111,80.5853933893582,133,0.886666666666667,19,30033.8311910445
7,75.0912295921167,80.5947121965962,133,0.886666666666667,19,30036.4918368467
8,75.0911844730149,80.5944929373024,133,0.886666666666667,19,30036.473789206
9,75.0866366190014,80.5974658450076,133,0.886666666666667,19,30034.6546476006
10,75.0992667357846,80.6126808537212,133,0.886666666666667,19,30039.7066943138
11,8.05763522005495,8.05763522005495,0,0,NA,3223.05408802198
