"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,57.1776315789474,30,0.4,47
2,77.1019736842105,62,0.826666666666667,15
3,72.3256578947368,59,0.786666666666667,17
4,74.6611842105263,61,0.813333333333333,16
5,74.6875,59,0.786666666666667,18
6,70.2894736842105,59,0.786666666666667,18
7,68.6513157894737,53,0.706666666666667,24
8,72.2861842105263,59,0.786666666666667,18
9,75.2434210526316,60,0.8,17
10,71.8585526315789,58,0.773333333333333,18
11,3.25,0,0,NA
