"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,1.72101052631579,0,0,NA
2,9.74334736842105,0,0,NA
3,23.8244210526316,0,0,NA
4,39.1382315789474,0,0,NA
5,51.8199157894737,0,0,NA
6,61.6376210526316,37,0.493333333333333,24
7,69.2734526315789,53,0.706666666666667,19
8,71.5071368421053,59,0.786666666666667,18
9,73.1692,60,0.8,17
10,73.4376,60,0.8,17
11,7.8528,0,0,NA
