"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,0.485930792464334,0,0,NA
2,0.510546520204865,0,0,NA
3,0.510735647740134,0,0,NA
4,0.510737011902783,0,0,NA
5,0.510737021737889,0,0,NA
6,0.510737021808796,0,0,NA
7,0.510737021809307,0,0,NA
8,0.510737021809311,0,0,NA
9,0.510737021809311,0,0,NA
10,0.510737021809311,0,0,NA
11,0.0696076942825528,0,0,NA
