"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.1143293080417,85,139,0.926666666666667,1,32045.7317232167
2,76.4361424931018,82.1462559926545,134,0.893333333333333,18,30574.4569972407
3,76.4354798794441,82.1573478384346,134,0.893333333333333,18,30574.1919517776
4,76.4298517893321,82.1326088760319,134,0.893333333333333,18,30571.9407157328
5,76.4260127784789,82.1277704770315,134,0.893333333333333,18,30570.4051113916
6,76.4308006186592,82.1561754614731,134,0.893333333333333,18,30572.3202474637
7,76.4325788289648,82.1429565327247,134,0.893333333333333,18,30573.0315315859
8,76.4295829784758,82.1511634124743,134,0.893333333333333,18,30571.8331913903
9,76.4374156565393,82.1476940431417,134,0.893333333333333,18,30574.9662626157
10,76.4300428891082,82.1464215698234,134,0.893333333333333,18,30572.0171556433
11,8.21202507532976,8.21202507532976,0,0,NA,3284.8100301319
