"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,72.1027298805793,74.5797006579397,131,0.873333333333333,21,28841.0919522317
2,47.0082975741935,50.0366425201445,0,0,NA,18803.3190296774
3,44.4362912142539,47.9587238210978,0,0,NA,17774.5164857015
4,44.2060635446019,47.7823277390546,0,0,NA,17682.4254178408
5,44.1849694770053,47.766914126952,0,0,NA,17673.9877908021
6,44.1825280955058,47.7652605713078,0,0,NA,17673.0112382023
7,44.1840392755577,47.764590814706,0,0,NA,17673.6157102231
8,44.184574207842,47.7666919309804,0,0,NA,17673.8296831368
9,44.1840058388602,47.7663852781554,0,0,NA,17673.6023355441
10,44.1848289679599,47.7673476981081,0,0,NA,17673.931587184
11,4.7760797027639,4.7760797027639,0,0,NA,1910.43188110556
