"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,45.3619955922349,81.0684616759492,22.45511994286,32.9445220974958,18144.798236894,8982.04797714401,44,0.293333333333333,108,0,0,NA
2,83.1627380973727,87.664742720202,23.4962649386625,27.5136888847836,33265.0952389491,9398.50597546499,141,0.94,11,0,0,NA
3,83.8801591421122,88.2016607886136,22.8907380797354,27.5316701615411,33552.0636568449,9156.29523189416,141,0.94,11,0,0,NA
4,83.8780820773919,88.2250864404147,22.8962222418019,27.5231258180204,33551.2328309568,9158.48889672078,141,0.94,11,0,0,NA
5,83.8767533385162,88.2246719623072,22.8940126501026,27.5245062573126,33550.7013354065,9157.60506004103,141,0.94,11,0,0,NA
6,83.8760170183349,88.2195454406236,22.8903664370883,27.5230395688294,33550.406807334,9156.14657483531,141,0.94,11,0,0,NA
7,83.8793006334704,88.2258566162952,22.8922099443363,27.5202809243881,33551.7202533882,9156.88397773452,141,0.94,11,0,0,NA
8,83.8762617748432,88.2115635480273,22.8928369458261,27.5306531227676,33550.5047099373,9157.13477833045,141,0.94,11,0,0,NA
9,83.8768953983657,88.2012508220913,22.9008066406351,27.526860603499,33550.7581593463,9160.32265625405,141,0.94,11,0,0,NA
10,83.8783083270528,88.2293192973755,22.8945249693697,27.5264144029301,33551.3233308211,9157.80998774787,141,0.94,11,0,0,NA
11,8.73489550006025,8.73489550006025,2.75264144029301,2.75264144029301,3493.9582000241,1101.0565761172,0,0,NA,0,0,NA
