"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.8882161644156,82.0779565694567,145,0.966666666666667,7,32355.2864657662
2,76.16031814456,81.8601229861542,133,0.886666666666667,19,30464.127257824
3,76.1539323030267,81.869567907078,133,0.886666666666667,19,30461.5729212107
4,76.1593912958179,81.8786472391075,133,0.886666666666667,19,30463.7565183272
5,76.1556082086741,81.8654767528559,133,0.886666666666667,19,30462.2432834696
6,76.1579705040451,81.8627786857472,133,0.886666666666667,19,30463.188201618
7,76.1605945283415,81.8726726792505,133,0.886666666666667,19,30464.2378113366
8,76.1535762618098,81.8620288547376,133,0.886666666666667,19,30461.4305047239
9,76.1526479190376,81.8760557862937,133,0.886666666666667,19,30461.059167615
10,76.1548827242068,81.8665973346169,133,0.886666666666667,19,30461.9530896827
11,8.1843340663766,8.1843340663766,0,0,NA,3273.73362655064
