"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,60.4184569307415,76.6714905820451,91,0.606666666666667,61,24167.3827722966
2,70.4979407376876,76.2490964697935,129,0.86,23,28199.176295075
3,70.4831085128977,76.2426154442322,129,0.86,23,28193.2434051591
4,70.4849948371061,76.2593407101999,129,0.86,23,28193.9979348424
5,70.4826719183147,76.2482298351054,129,0.86,23,28193.0687673259
6,70.4871001124329,76.2641828382404,129,0.86,23,28194.8400449732
7,70.4839913385233,76.2552508873404,129,0.86,23,28193.5965354093
8,70.4860994319214,76.2581839994886,129,0.86,23,28194.4397727686
9,70.4874121602051,76.2455613440443,129,0.86,23,28194.9648640821
10,70.4895186769798,76.2504464766103,129,0.86,23,28195.8074707919
11,7.62312428381198,7.62312428381198,0,0,NA,3049.24971352479
