"simulation","height1","width1","height2","width2","shape","area","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_up","prob_down","prob_left","prob_right","wind_direction","full_thresh_wind","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03"
216,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8822027464239,100,1,0,0,9.06956491061957e-07,2.63756743025472e-06,NA,29.1022070661375,0.136128041788354,0.000354084806658708,97.140788898533,99.755490568061,99.8817350365672
217,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821921698834,100,1,0,0,9.83836824099834e-07,2.87070904307802e-06,NA,29.2794322877374,0.1448841841877,0.000384665876238479,97.5057292468306,99.7700289492224,99.8817702663921
218,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821909336359,100,1,0,0,8.74547146113134e-07,2.54425959135623e-06,NA,29.1104622996419,0.131520063108549,0.000341276953644069,97.5319320573419,99.7585484020711,99.8817506725656
219,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821350805224,100,1,0,0,1.06296180294141e-06,3.0819917235428e-06,NA,30.264657980543,0.156903895143017,0.00040966499993024,97.0052092078131,99.7132377215428,99.8816006368366
220,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821471996614,100,1,0,0,1.42162804655741e-06,4.13059118558692e-06,NA,31.8071793099883,0.205634244567319,0.000548881671100566,96.3512605323409,99.6092025357398,99.8479219996659
221,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8841278334616,100,1,0,0,1.15484003008133e-06,3.37399768134928e-06,NA,31.7681978895788,0.180526326344835,0.000460431585315397,96.1218531985224,99.725977026103,99.888190837643
222,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.888585975391,100,1,0,0,8.87238619480186e-07,2.58933580520661e-06,NA,29.8596221523376,0.138536910882705,0.000351378130076167,97.0464956147008,99.7980076386467,99.888347710359
223,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886205048872,100,1,0,0,1.38713791847164e-06,4.04665489844688e-06,NA,32.8576003379522,0.215330902457794,0.000551070635943656,96.0763177420928,99.6577488421524,99.8880434403213
224,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.888624840754,100,1,0,0,1.1587274211942e-06,3.38256604325741e-06,NA,31.7816246978785,0.181223309071428,0.000461769763808771,96.260633593593,99.7129573541649,99.8881752709688
225,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886225611783,100,1,0,0,1.36096338647591e-06,3.96848546130115e-06,NA,32.7600313345106,0.210931909834531,0.000541205593857366,96.2039962857693,99.6497623684472,99.8880392943431
