"simulation","height1","width1","height2","width2","shape","area","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_up","prob_down","prob_left","prob_right","wind_direction","full_thresh_wind","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03"
173,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821906720926,100,1,0,0,3.64198706861425e-06,1.04909582413995e-05,NA,28.0110450401652,0.493336403844488,0.00135742090666378,92.5293358262369,99.1622626712612,99.8803243086855
174,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821993733461,100,1,0,0,2.75718618421313e-06,8.01048251217938e-06,NA,27.7563612288096,0.399987383485691,0.00107759126072529,93.0951906053112,99.114830847076,99.8803083560846
175,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8816320457927,100,1,0,0,4.12195072055554e-06,1.19879215008624e-05,NA,29.3437345450322,0.576718257867779,0.00158829235937217,92.828666150963,98.8859864695687,99.8798631341314
176,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886220984385,100,1,0,0,1.81793688646843e-06,5.31351641653901e-06,NA,27.2956224640605,0.280152500500966,0.000726190387078724,92.4935604400047,99.4740993701663,99.8877276457077
177,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886190064838,100,1,0,0,1.88245421262056e-06,5.4943712817461e-06,NA,27.09702207386,0.287396498177639,0.00074935619318242,92.7513828013878,99.3987558444848,99.8875636974467
178,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8885887736953,100,1,0,0,1.89069733895916e-06,5.51871336581409e-06,NA,27.3117501026496,0.287786990207275,0.000756233896784224,92.8157788909362,99.3800529762774,99.8875832062379
179,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886255250011,100,1,0,0,8.37592176696069e-07,2.44347096661546e-06,NA,21.6798282761868,0.132042803292612,0.000334041528906048,94.5390755524371,99.7652050513901,99.8882771537515
180,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886133797384,100,1,0,0,1.11667751551519e-06,3.26049785031954e-06,NA,23.7101050798726,0.174277888751932,0.000446131545493947,93.4720595946275,99.6383871302643,99.8880088408641
181,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723947627843,100,1,0,0,8.88066963303077e-06,2.57097608800809e-05,NA,35.2757678296321,1.17240621196411,0.00337051485111603,94.2383501545347,98.4550101315614,99.8674468033535
182,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8719893603054,100,1,0,0,1.89478883090826e-06,5.48452034910199e-06,NA,26.0914740744993,0.261584349582551,0.000719591002021779,95.5902171674764,99.2767900427111,99.8701968258024
183,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723870935815,100,1,0,0,9.57585411067557e-06,2.74565837192847e-05,NA,35.9645692486771,1.23900223778322,0.0035845464715641,93.9220365960571,98.4284464132274,99.867221263288
184,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8473261336301,100,1,0,0,1.26740545666021e-05,3.65310153873091e-05,NA,37.9464720815106,1.61808745096418,0.00475686246044318,94.1344105147427,98.2449168863609,99.8530731153123
185,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,0,0,1.2985995859265e-07,7.41835843846509e-07,NA,1,1,99.9180183018491,100,1,77.8897279012686,99.8546783802686,99.9179321751975,34.2002105718427,0.093117974919604,0.000110022299101167
186,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8808712869748,100,1,0,0,1.5725934824857e-06,4.57455598181795e-06,NA,26.9499099143859,0.231969144822541,0.000614409882729577,94.8501016839686,99.4386323078733,99.880965102496
187,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8816170557019,100,1,0,0,3.41102762300986e-06,9.86194147846086e-06,NA,31.2471767214011,0.488876735887842,0.00132429458007794,93.8746444877948,99.0328834474829,99.8801454106475
188,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8803968324124,100,1,0,0,2.04312405044031e-06,5.87049142920338e-06,NA,28.2673515456659,0.294675111895519,0.000788840228464991,94.3029388530413,99.2864955682439,99.8804463854147
189,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821920196308,100,1,0,0,3.37026599046921e-06,9.80556873855525e-06,NA,31.5311535810445,0.486559194266372,0.00131534234895128,93.8974375894468,99.0720889434847,99.8802016683259
190,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8811154258187,100,1,0,0,9.57031280997394e-07,2.78362284430571e-06,NA,24.1637407806553,0.143792219837156,0.000374247191215107,95.4504847025345,99.6746658275872,99.881532366791
191,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886224351745,100,1,0,0,1.60932644640501e-06,4.69717640405842e-06,NA,28.6008723822052,0.248825463837609,0.000641634750441168,94.0469707742781,99.542185744062,99.8878264158659
192,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886155961142,100,1,0,0,1.09956538352567e-06,3.20771191450242e-06,NA,26.2401848314112,0.170968539972724,0.000437656132409784,94.809003213321,99.675520175343,99.888092834988
193,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886074862026,100,1,0,0,1.38885763990111e-06,4.05483639029677e-06,NA,27.8856773572865,0.214162443485184,0.000552046373494413,93.9937260353981,99.5757673926241,99.8878899995078
194,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886238920439,100,1,0,0,1.21415632998507e-06,3.53611078173173e-06,NA,26.8415672256637,0.189689913544544,0.000483560524169554,94.5382631650534,99.6610829018377,99.8880583412526
195,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886104748376,100,1,0,0,2.06088662313901e-06,6.0213144680837e-06,NA,30.2976864773247,0.313248953102229,0.000818776564352186,93.5556708348341,99.4168978936417,99.8876543474346
196,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723612360628,100,1,0,0,4.02767467874015e-06,1.16462549849989e-05,NA,33.5435724873275,0.538972806953919,0.00152720988380359,95.7507494765267,98.9132595052238,99.869115976503
197,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8724312931669,100,1,0,0,8.81620288104741e-07,2.55275676307828e-06,NA,25.3026692439961,0.125087389074336,0.000334644641859518,97.3833888216062,99.6831830506899,99.8715432414999
198,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8724022645344,100,1,0,0,4.02140148213987e-06,1.16422471082609e-05,NA,33.4512484485112,0.544135712309192,0.00152674877705809,95.2635012791743,98.9058959194647,99.8688787597111
199,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723332343884,100,1,0,0,9.72095197279737e-06,2.8148406856731e-05,NA,39.3375312360358,1.27602144917506,0.00369588066777281,94.9980316112807,98.3698857419467,99.8671996607936
200,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8724019985424,100,1,0,0,6.25385282187227e-06,1.80471867295264e-05,NA,35.9883258453438,0.832803557075811,0.0023701104473468,95.4389585989541,98.6513134067418,99.8682462752178
201,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821986618924,100,1,0,0,2.98717654386024e-06,8.68810817786928e-06,NA,33.4148446998706,0.432945564321003,0.00116858842879371,95.010665946155,99.0919175793315,99.8802725662873
202,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821946500049,100,1,0,0,1.10130803698302e-06,3.20087114322103e-06,NA,27.9978701370694,0.16515120925784,0.000430784959796489,96.1825245214577,99.6387644033386,99.8813696027232
203,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821745941977,100,1,0,0,2.86933060364277e-06,8.338897436986e-06,NA,33.125813898496,0.412733794240702,0.001117937123328,95.0855935851768,99.1629668662492,99.880318269558
204,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8785956727901,100,1,0,0,1.51645476158444e-06,4.40654294761197e-06,NA,29.7591645289665,0.224185125822545,0.000591677899815168,95.3993151315002,99.4971484521294,99.8810726114993
205,20,20,10,10,"rectangle",400,1,1,125,4,8,2,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8821880011034,100,1,0,0,2.81080504874737e-06,8.17700618344645e-06,NA,33.0799637218092,0.406880263670154,0.00109799723654216,95.094761297854,99.1768833023279,99.8785773230588
206,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886202224671,100,1,0,0,1.3659417260073e-06,3.98201364731434e-06,NA,30.3204843096197,0.211473869541954,0.000543501139650641,95.161552329046,99.6259384320107,99.8879274882408
207,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886098012038,100,1,0,0,9.2721132865982e-07,2.69873226548507e-06,NA,27.9152457385428,0.143671538605922,0.000365638614652128,95.8094700512283,99.7541555161743,99.8882544506533
208,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886017605164,100,1,0,0,1.16579662168539e-06,3.4028257186905e-06,NA,29.4146540132619,0.180435919429924,0.000461696388153112,95.3589266224856,99.6877511217046,99.8881111952321
209,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886219215178,100,1,0,0,9.45255686525736e-07,2.75486434056841e-06,NA,27.9963328090576,0.148250335760742,0.000376347129148707,96.0355652896304,99.7596365701483,99.8882690221956
210,20,20,10,10,"rectangle",400,1,1,125,4,9,2.25,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8886023566979,100,1,0,0,1.37481937426673e-06,4.01428046115075e-06,NA,30.2870281212029,0.212193083228931,0.000545462409428864,95.0223772450984,99.627881276635,99.8879786715434
211,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8724056945746,100,1,0,0,5.26567956401042e-06,1.49661952393318e-05,NA,37.796474003386,0.678077376128132,0.00195380213370083,96.0070460606162,98.8391497286583,99.8687796761919
212,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723856258974,100,1,0,0,6.3096848290713e-06,1.82714722818732e-05,NA,39.4331625222265,0.840665698673228,0.00239296013019231,95.8777902823996,98.7538224813404,99.868334592305
213,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8724206689919,100,1,0,0,2.20068836497097e-06,6.37244741751383e-06,NA,33.0531918668096,0.304164908593154,0.000835729457172879,96.2070247947804,99.2855253982891,99.8701180742889
214,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8723797251389,100,1,0,0,4.59945227115022e-06,1.3318288641687e-05,NA,37.3453987942709,0.619476529595209,0.00174542521080893,95.9434171787109,98.8637957084155,99.8688272552679
215,20,20,10,10,"rectangle",400,1,1,125,4,7,1.75,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,"all",600,1,1,99.8719115535782,100,1,0,0,1.31610920405939e-05,3.80918604275219e-05,NA,44.3976198499677,1.71941716422196,0.00498619038187838,95.7353446347235,98.3504246889765,99.8664787349085
