"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,72.5870552051274,77.2961775377252,128,0.853333333333333,24,29034.8220820509
2,69.9628537889991,76.5631497859047,126,0.84,26,27985.1415155996
3,69.9350815899683,76.5672116440442,126,0.84,26,27974.0326359873
4,69.9360875337727,76.5579960288162,126,0.84,26,27974.4350135091
5,69.9271083369918,76.5536834526735,126,0.84,26,27970.8433347967
6,69.9302796737827,76.55125163645,126,0.84,26,27972.1118695131
7,69.918538988321,76.5351191097657,126,0.84,26,27967.4155953284
8,69.9267071447692,76.5485347519485,126,0.84,26,27970.6828579077
9,69.9332865854273,76.547073504101,126,0.84,26,27973.3146341709
10,69.9369736724709,76.5578507916769,126,0.84,26,27974.7894689884
11,7.65317904639621,7.65317904639621,0,0,NA,3061.27161855848
