"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,86.4639608720793,89.2312740567833,67.5428717912318,99,34585.5843488317,27017.1487164927,141,0.94,11,19,0.126666666666667,1
2,84.7219996473268,88.6708801644403,60.0655049526806,65.7202486594913,33888.7998589307,24026.2019810722,142,0.946666666666667,10,0,0,NA
3,84.7033895810457,88.6856909691794,60.0922777552529,65.7224759497779,33881.3558324183,24036.9111021011,142,0.946666666666667,10,0,0,NA
4,84.6995469217728,88.6833134553392,60.0937631747422,65.7244721035306,33879.8187687091,24037.5052698969,142,0.946666666666667,10,0,0,NA
5,84.7009440123679,88.6892436679991,60.093234270591,65.7276111930704,33880.3776049471,24037.2937082364,142,0.946666666666667,10,0,0,NA
6,84.7015918975073,88.6875719333098,60.0926788735252,65.7198922005489,33880.6367590029,24037.0715494101,142,0.946666666666667,10,0,0,NA
7,84.7044203885887,88.6771602980861,60.0926018062054,65.723240088614,33881.7681554355,24037.0407224822,142,0.946666666666667,10,0,0,NA
8,84.7008810820287,88.6811450464436,60.0924262571283,65.7202468182773,33880.3524328115,24036.9705028513,142,0.946666666666667,10,0,0,NA
9,84.7003558475279,88.6819649411343,60.0928958695131,65.7240800145004,33880.1423390112,24037.1583478052,142,0.946666666666667,10,0,0,NA
10,84.7006433896255,88.678379821697,60.0913214662854,65.715215192248,33880.2573558502,24036.5285865142,142,0.946666666666667,10,0,0,NA
11,8.82160152788439,8.82160152788439,6.57137168492992,6.57137168492992,3528.64061115375,2628.54867397197,0,0,NA,0,0,NA
