"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.0437092545562,100,138,0.92,1,32017.4837018225
2,42.3894245414022,44.1009874244136,0,0,NA,16955.7698165609
3,38.2202617762697,40.4620540504627,0,0,NA,15288.1047105079
4,37.7878705553096,40.0931769272051,0,0,NA,15115.1482221239
5,37.7454516392557,40.0510261112274,0,0,NA,15098.1806557023
6,37.7409641567456,40.0464917609219,0,0,NA,15096.3856626982
7,37.7405996608524,40.0457660336182,0,0,NA,15096.239864341
8,37.7406242625492,40.0457306001196,0,0,NA,15096.2497050197
9,37.7407984570844,40.0462423181952,0,0,NA,15096.3193828337
10,37.7403548059533,40.0465118650196,0,0,NA,15096.1419223813
11,4.00170546643442,4.00170546643442,0,0,NA,1600.68218657377
