"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,78.8974523490782,87.0795153089397,68.6078287578869,99,31558.9809396313,27443.1315031547,133,0.886666666666667,19,26,0.173333333333333,1
2,6.59439621824873,40.647559486251,74.7874444699983,81.6942898545444,2637.75848729949,29914.9777879993,0,0,NA,130,0.866666666666667,22
3,0.00188036481565967,0.0122567285470515,77.7315335554822,81.7045788499856,0.752145926263868,31092.6134221929,0,0,NA,138,0.92,14
4,5.11691612777613e-07,3.33530161318046e-06,77.7329124426397,81.7092536537169,0.000204676645111045,31093.1649770559,0,0,NA,138,0.92,14
5,1.39240216093741e-10,9.0759258945006e-10,77.7333075926944,81.7064929553124,5.56960864374966e-08,31093.3230370777,0,0,NA,138,0.92,14
6,3.78879927142118e-14,2.46959162878214e-13,77.7337480357035,81.7095298371878,1.51551970856847e-11,31093.4992142814,0,0,NA,138,0.92,14
7,1.03103446334879e-17,6.72050699138004e-17,77.7342087946293,81.70811866739,4.12413785339516e-15,31093.6835178517,0,0,NA,138,0.92,14
8,2.80577790556232e-21,1.82886896569511e-20,77.732718116414,81.7072525296042,1.12231116222493e-18,31093.0872465656,0,0,NA,138,0.92,14
9,7.63566741866317e-25,4.97712032496895e-24,77.7337955294374,81.7102920616303,3.05426696746527e-22,31093.518211775,0,0,NA,138,0.92,14
10,2.07776648748836e-28,1.35432036225292e-27,77.7312744034129,81.7037698013638,8.31106594995345e-26,31092.5097613651,0,0,NA,138,0.92,14
11,8.39306994071722e-32,8.39306994071722e-32,8.17000845224169,8.17000845224169,3.35722797628689e-29,3268.00338089668,0,0,NA,0,0,NA
