"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.3709337419099,82.6125346784895,151,1.00666666666667,1,32948.3734967639
2,77.0111492276569,82.6037271803329,134,0.893333333333333,18,30804.4596910628
3,77.0071040995289,82.5923959168781,134,0.893333333333333,18,30802.8416398116
4,77.0071517971568,82.6032424778983,134,0.893333333333333,18,30802.8607188627
5,77.0018711523998,82.594913024414,134,0.893333333333333,18,30800.7484609599
6,77.0109683857581,82.592268064772,134,0.893333333333333,18,30804.3873543032
7,77.0093274865477,82.6034041390717,134,0.893333333333333,18,30803.7309946191
8,77.0093241913601,82.5994704869405,134,0.893333333333333,18,30803.729676544
9,77.0071352773827,82.6032439524861,134,0.893333333333333,18,30802.8541109531
10,77.0140782631017,82.6023922691047,134,0.893333333333333,18,30805.6313052407
11,8.25841199415371,8.25841199415371,0,0,NA,3303.36479766148
