"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,77.5919012903378,77.6832932641705,151,1.00666666666667,1,31036.7605161351
2,18.8579688461777,19.1836100561404,0,0,NA,7543.18753847108
3,12.7290620323605,13.4083288154029,0,0,NA,5091.62481294421
4,12.0411698052389,12.8371382243951,0,0,NA,4816.46792209555
5,11.9699062403736,12.7806407281341,0,0,NA,4787.96249614944
6,11.9628152242073,12.7750524080379,0,0,NA,4785.12608968292
7,11.9621134057808,12.7744996517385,0,0,NA,4784.84536231232
8,11.9620439827988,12.7744449770739,0,0,NA,4784.8175931195
9,11.9620371159399,12.7744395690511,0,0,NA,4784.81484637595
10,11.9620364367197,12.7744390341286,0,0,NA,4784.81457468787
11,1.27744390341286,1.27744390341286,0,0,NA,510.977561365142
