"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,3.23545598517146,0,0,NA
2,9.83483332224321,0,0,NA
3,15.779011714411,0,0,NA
4,22.0045491691075,0,0,NA
5,28.0261127237963,0,0,NA
6,34.6060209601059,0,0,NA
7,44.5652713333542,0,0,NA
8,50.6658218123525,16,0.16,86
9,55.9163484754357,37,0.37,65
10,61.074551517036,49,0.49,53
11,8.88644404314484,0,0,NA
