"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,79.2331341858609,100,138,0.92,1,31693.2536743444
2,70.7294740516229,76.3460587159821,129,0.86,23,28291.7896206492
3,70.4866200523794,76.2633203618271,129,0.86,23,28194.6480209517
4,70.4868078516746,76.2537757394439,129,0.86,23,28194.7231406698
5,70.4821055061202,76.2390825816569,129,0.86,23,28192.8422024481
6,70.4797933194495,76.2568393348987,129,0.86,23,28191.9173277798
7,70.4785213468005,76.2450832913077,129,0.86,23,28191.4085387202
8,70.4813780759496,76.2495879860511,129,0.86,23,28192.5512303798
9,70.4779601581575,76.2438231811604,129,0.86,23,28191.184063263
10,70.4822328677656,76.2486721373506,129,0.86,23,28192.8931471062
11,7.62450391407829,7.62450391407829,0,0,NA,3049.80156563132
