"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.2268651267244,81.3761062919901,145,0.966666666666667,7,32090.7460506898
2,63.3058808092363,67.1118979576458,0,0,NA,25322.3523236945
3,61.8533160964987,65.910279327835,0,0,NA,24741.3264385995
4,61.7269038227106,65.8093112241808,0,0,NA,24690.7615290842
5,61.7154913297932,65.7981695195349,0,0,NA,24686.1965319173
6,61.7138464609396,65.7985617303219,0,0,NA,24685.5385843758
7,61.713691348168,65.7981814476093,0,0,NA,24685.4765392672
8,61.7123361873557,65.7975813273387,0,0,NA,24684.9344749423
9,61.7106760701721,65.7960919861749,0,0,NA,24684.2704280688
10,61.7138329124357,65.799357080534,0,0,NA,24685.5331649743
11,6.5794067321571,6.5794067321571,0,0,NA,2631.76269286284
