"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,81.1423883272219,84.5554960919762,65.8902088109787,66.9780169159152,32456.9553308888,26356.0835243915,148,0.986666666666667,4,0,0,NA
2,6.14898638426387,37.8146506392663,74.9918958123496,81.7002887158601,2459.59455370555,29996.7583249398,0,0,NA,130,0.866666666666667,22
3,0.00174928485846378,0.0114022828980905,77.7323902834005,81.706943349442,0.69971394338551,31092.9561133602,0,0,NA,138,0.92,14
4,4.75993693876943e-07,3.10259123601308e-06,77.7357071937452,81.7070303425321,0.000190397477550777,31094.2828774981,0,0,NA,138,0.92,14
5,1.29518092471098e-10,8.44215495486077e-10,77.7343902761853,81.7059093187575,5.18072369884394e-08,31093.7561104741,0,0,NA,138,0.92,14
6,3.52431942565339e-14,2.29720869578555e-13,77.7329864702691,81.7068974956638,1.40972777026136e-11,31093.1945881076,0,0,NA,138,0.92,14
7,9.58916659706795e-18,6.25028962219705e-17,77.7341508652218,81.712183047402,3.83566663882718e-15,31093.6603460887,0,0,NA,138,0.92,14
8,2.60892906046219e-21,1.70050928397962e-20,77.7350129107082,81.7151139113774,1.04357162418488e-18,31094.0051642833,0,0,NA,138,0.92,14
9,7.09916561662321e-25,4.6273608746205e-24,77.7329525435919,81.7066644700781,2.83966624664928e-22,31093.1810174368,0,0,NA,138,0.92,14
10,1.93166895711461e-28,1.25908381375636e-27,77.7351487578718,81.7149193921671,7.72667582845845e-26,31094.0595031487,0,0,NA,138,0.92,14
11,7.80286512338868e-32,7.80286512338868e-32,8.1697573092332,8.1697573092332,3.12114604935547e-29,3267.90292369328,0,0,NA,0,0,NA
