"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,71.0762948819492,81.8607039726982,124,0.826666666666667,28,28430.5179527797
2,76.4503427129879,82.0237534258302,134,0.893333333333333,18,30580.1370851952
3,76.4599637309655,82.0343300476691,134,0.893333333333333,18,30583.9854923862
4,76.4550733370976,82.0325016624751,134,0.893333333333333,18,30582.029334839
5,76.4588454384453,82.0228668246106,134,0.893333333333333,18,30583.5381753781
6,76.4525239597944,82.0160625132567,134,0.893333333333333,18,30581.0095839178
7,76.4615818922779,82.0239802789347,134,0.893333333333333,18,30584.6327569112
8,76.4565166715913,82.0279424286944,134,0.893333333333333,18,30582.6066686365
9,76.4542488102398,82.0227747729669,134,0.893333333333333,18,30581.6995240959
10,76.4566393105956,82.0450710088834,134,0.893333333333333,18,30582.6557242382
11,8.19867605554218,8.19867605554218,0,0,NA,3279.47042221687
