simulation,height1,width1,height2,width2,numbFPspecies,days,years,TOTALN,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,initial_perc_FP_cover,initial_perc_FP_cells_occupied,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,cVNUptMax_SAV,cNDMax_SAV,cNDMin_SAV,cAffNUpt_SAV,rNDnew_SAV,rNDold_SAV,cVNUptMax_FP,cNDMax_FP,cNDMin_FP,cAffNUpt_FP,rNDnew_FP,rNDold_FP,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
1,3,133,1,1,1,150,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
2,3,133,1,1,1,120,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
3,3,133,1,1,1,120,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
4,3,133,1,1,1,120,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
5,3,133,1,1,1,120,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
6,3,133,1,1,1,120,4,1,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
7,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
8,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
9,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
10,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
11,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
12,3,133,1,1,1,120,4,1,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
13,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
14,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
15,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
16,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
17,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
18,3,133,1,1,1,120,4,1,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
19,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
20,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
21,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
22,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
23,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
24,3,133,1,1,1,120,4,1,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
25,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
26,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
27,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
28,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
29,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
30,3,133,1,1,1,120,4,1,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
31,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
32,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
33,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
34,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
35,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
36,3,133,1,1,1,120,4,1,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
37,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
38,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
39,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
40,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
41,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
42,3,133,1,1,1,120,4,1,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
43,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
44,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
45,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
46,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
47,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
48,3,133,1,1,1,120,4,1,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
49,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
50,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
51,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
52,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
53,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
54,3,133,1,1,1,120,4,1,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
55,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
56,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
57,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
58,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
59,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
60,3,133,1,1,1,120,4,1,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
61,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
62,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
63,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
64,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
65,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
66,3,133,1,1,1,120,4,1,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
67,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
68,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
69,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
70,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
71,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
72,3,133,1,1,1,120,4,1,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
